名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
【悦客民宿】北欧风一居室/高铁站/金街古玩/南湖公园 清风楼/独享整套房源/北欧风,"
                可以做饭，洗衣服，有空调 冰箱 洗衣机 24小时热水  无线覆盖 自主入住
            ",100%,20 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,63平米,提供,沧州-运河区-广场街附近-恒顺世纪中心,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '洗浴用品', '牙具', '刀具菜板', '调料', '洗涤用品', '燃气灶']",,,0,,185,,100.0%,100.0%,91.1%,21,5.0
【悦客民宿】北欧风一居室NO.2/高铁站/金街古玩/南湖公园 清风楼/独享整套房源/,"
                可以做饭，洗衣服，有空调 冰箱 洗衣机 24小时热水  无线覆盖 自主入住
            ",100%,20 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,63平米,提供,沧州-运河区-广场街附近-恒顺世纪中心,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '洗浴用品', '牙具', '刀具菜板', '调料', '洗涤用品', '燃气灶']",,,0,,185,,100.0%,100.0%,91.1%,21,5.0
悦客民宿～投影仪 落地窗 火车站  南湖 老华北 信誉楼 沧州商城 吉利鞋业 颐和商城 老盐百 市医,"
                位于城市的老城区，周边设施 不超300百米有大型超市三个，胖胖熊儿童乐园 沧州商城 颐和商场，信誉楼 ， 古玩市场 .南湖公园 .喜庆（ 清风楼 .每周六日有免费的）沧州大运河。距离火车 站，汽车站1.7公里距离人民医院，中心医院一公里多一点左右 照片 实景拍摄，真实有效 干净整洁。落地阳台，24小时热水 Wi-Fi覆盖 洗漱用品齐全 床品一客一换，位于运河区 老华北南 ，临近 沧州商城 颐和商城 天一卖场 楼下是小吃一条街，个个商场距离 都不超过300米，是走亲访友 出差旅游的 
            ",100%,18 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,63平米,提供,沧州-运河区-市场街道-恒顺世纪中心,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '微波炉', '投影设备', '灭火器']",距离人民医院，中心医院一公里多一点左右落地窗 1.8大床 ，Wi-Fi覆盖 上网更快，液晶网络电视 海量高清在线播放，洗衣机 让洗衣变得 简单方便、可做饭，抽油烟机，让做饭变得更加有乐趣，记得用后的餐具刷好归位呦,,0,,188,,100.0%,100.0%,91.1%,21,5.0
悦客民宿～汽车站 火车站 中心医院 第五中学 第八中学,"
                可以做饭，可以洗衣服，视野开阔，免费停车很方便，看电影购物一站式。周边配套吃喝玩乐应有尽有。照片 实景拍摄，真实有效 干净整洁。24小时热水 Wi-Fi覆盖 洗漱用品齐全 床品一客一换，位于运河区 老华北商厦南面 ，临近颐和商场 潮衣库批发城， 吃喝玩一条龙  
            ",100%,20 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,63平米,提供,沧州-运河区-广场街附近-恒顺世纪中心,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '灭火器']",,,0,,208,,100.0%,100.0%,91.1%,21,5.0
悦客民宿～投影仪 沧州商城 潮衣库 八中 五中 火车站 老华北,"
                商圈 医院 中学 公园 古建筑 大运河 沧州商城 潮衣库 新华书店 老华北商厦
            ",100%,32 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,55平米,提供,沧州-运河区-中爱商城(颐和商城西)-潮衣库服饰批发城,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '有窗户', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '投影设备', '灭火器']",,,0,,185,,100.0%,100.0%,91.1%,21,5.0
夏日民宿【能做饭的双床】N22,"
                房间宽敞明亮，简约舒适。室内家居齐全。床品舒适。配备了24小时保安系统。出入方便。
            ",100%,38 晚,其它,2室1厅,整租,双人床,2张,4人,1,80平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰合商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待老人60岁以上', '被子', '泳池', '落地窗', '沙发', '洗浴用品', '牙具', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '灭火器']",,,0,,195,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【能做饭的双床房】N23,"
                房间宽敞明亮，简约舒适。室内家居齐全。床品舒适。配备了24小时保安系统。出入方便。
            ",100%,38 晚,其它,2室1厅,整租,双人床,2张,4人,1,80平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰合商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待老人60岁以上', '被子', '泳池', '落地窗', '沙发', '洗浴用品', '牙具', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '灭火器']",,,0,,195,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【特惠大床】,"
                房间宽敞明亮，简约舒适。室内家居齐全。床品舒适。配备了24小时保安系统。出入方便。
            ",100%,20 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '洗衣机', '电冰箱', '全天热水', '毛巾', '热水壶', '电梯', '保安', '电吹风', '接待儿童2到12岁', '接待老人60岁以上', '被子', '落地窗', '洗浴用品', '牙具', '灭火器']",,,0,,172,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【普通双床】N16,"
                房间整体精装修，干净整洁，优质的床品！周边配套齐全，欢迎回家！
            ",100%,38 晚,其它,2室1厅,整租,双人床,2张,4人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰合商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '全天热水', '毛巾', '热水壶', '电梯', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '洗浴用品', '牙具']",,,0,,174,,100.0%,90.0%,94.3%,38,4.966
《夏日民宿》脑科医院附近温馨两居室,"
                高端小区，环境优雅，交通方便。床品一天一换。干净卫生让你找到回家的感觉。
            ",100%,20 晚,普通公寓,2室1厅,整租,双人床,2张,2人,1,92平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待老人60岁以上', '被子', '有窗户', '洗浴用品', '牙具']",位于运河区中心，出行方便，离高铁站10分钟路程。离小区50米有公交站牌，出小区就可以直接打车能方便您的出行？,,0,,198,,100.0%,90.0%,94.3%,38,4.966
十四中/迎宾小学附近豪华大床,"
                高端小区，环境优雅，交通方便。床品一天一换。干净卫生让你找到回家的感觉。
            ",100%,38 晚,其它,1室0厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰合商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '全天热水', '毛巾', '热水壶', '电梯', '保安', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待老人60岁以上', '被子', '有窗户', '洗浴用品', '牙具']",位于运河区中心，出行方便，离高铁站10分钟路程。离小区50米有公交站牌，出小区就可以直接打车能方便您的出行？,,0,,170,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【普通大床】N11,"
                房间宽敞明亮，简约舒适。室内家居齐全。床品舒适。配备了24小时保安系统。出入方便。
            ",100%,20 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待老人60岁以上', '被子', '泳池', '落地窗', '沙发', '洗浴用品', '牙具', '灭火器', '观景露台']",,,0,,198,,100.0%,90.0%,94.3%,38,4.966
夏日民宿《豪华大床》,"
                房间宽敞明亮，简约舒适。室内家居齐全。床品舒适。配备了24小时保安系统。出入方便。
            ",100%,20 晚,其它,1室1厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '电冰箱', '全天热水', '毛巾', '热水壶', '电梯', '保安', '允许抽烟', '接待儿童2到12岁', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '灭火器']",,,0,,185,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【普通大床】N18,"
                房间宽敞明亮，简约舒适。室内家居齐全。床品舒适。配备了24小时保安系统。出入方便。
            ",100%,20 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '落地窗', '沙发', '洗浴用品', '牙具', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '灭火器', '观景露台']",,,0,,174,,100.0%,90.0%,94.3%,38,4.966
夏日公寓精品大床,"
                整个房子装修为北欧现代风格，落地窗，五星级酒店床品。干净舒适！欢迎回家！
            ",100%,20 晚,其它,1室1厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-御河路以南-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '全天热水', '毛巾', '热水壶', '电梯', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待老人60岁以上', '被子', '落地窗', '洗浴用品', '牙具']",,,0,,183,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【家庭房】N13,"
                房间干净整洁，3张1米8X2米的大床，非常适合大家庭或者三五好友居住。
            ",100%,38 晚,其它,3室0厅,整租,双人床,3张,6人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰合商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '全天热水', '毛巾', '热水壶', '电梯', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待老人60岁以上', '被子', '落地窗', '洗浴用品', '牙具']",,,0,,219,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【普通双床】N10,"
                房间宽敞明亮，简约舒适。室内家居齐全。床品舒适。配备了24小时保安系统。出入方便。
            ",100%,20 晚,其它,1室1厅,整租,"双人床
双人床",2张,2人,1,80平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待老人60岁以上', '被子', '泳池', '落地窗', '沙发', '洗浴用品', '牙具', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '灭火器']",,,0,,178,,100.0%,90.0%,94.3%,38,4.966
夏日民宿[特惠双床]N 15,"
                房间干净卫生，周边饭店、饮品、小吃、电影院等配套齐全。欢迎回家！
            ",100%,38 晚,其它,1室1厅,整租,双人床,2张,4人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰合商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '全天热水', '毛巾', '热水壶', '电梯', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '洗浴用品', '牙具']",,,0,,181,,100.0%,90.0%,94.3%,38,4.966
紧邻明珠商贸城，西客站，市政大厅,"
                交通便利，停车方便
            ",100%,20 晚,酒店式公寓,1室1厅,整租,双人床,1张,2人,1,50平米,提供,沧州-运河区-迎宾北大道-泰大国际家居广场,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '灭火器']",,,0,,138,,100.0%,100.0%,100.0%,11,5.0
近西客站，明珠商贸城，市政大厅,"
                干净卫生舒服大方
            ",100%,20 晚,酒店式公寓,1室1厅,整租,双人床,1张,2人,1,50平米,提供,沧州-运河区-迎宾北大道-泰大国际家居广场,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '挂烫机', '洗浴用品', '牙具', '香皂']",,,0,,138,,100.0%,100.0%,100.0%,11,5.0
华北三期同天商超阳光现代简约大床房,"
                地处商超周边，一路之隔，购物娱乐应有尽有
            ",100%,18 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,86平米,提供,沧州-运河区-解放西路-颐和家园,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶', '灭火器']",,,0,,200,,100.0%,100.0%,100.0%,7,4.286
市中心悦都汇loft（复式）豪华一居室、中央空调,"
                位于市中心，繁华、热闹商圈地段，近医院近火车站
            ",100%,36 晚,小区住宅,1室1厅,整租,双人床,1张,2人,2,100平米,提供,沧州-任丘市-裕华西路与会战北道处西北角-新悦城,沧州,任丘市,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '电吹风', '智能门锁', '泳池', '有窗户', '洗浴用品', '牙具', '香皂']",位于市中心繁华地段，周围商圈发达便利,,0,,308,,100.0%,100.0%,80.0%,6,5.0
loft复式特价大床房,"
                位于商场、医院、车站、火车站附近，处于市中心地带，地势繁华，交通便利！装修豪华，商场、医院、车站、火车站附近，处于市中心地带，地势繁华，交通便利！
            ",100%,36 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,100平米,提供,沧州-任丘市-裕华西路与会战北道处西北角-新悦城,沧州,任丘市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '电磁炉', '微波炉', '投影设备', '灭火器']",商场、医院、车站、火车站附近，处于市中心地带，地势繁华，交通便利！,,0,,208,,100.0%,100.0%,80.0%,6,5.0
明珠商贸城附近温馨大床房,"
                 1
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,55平米,提供,沧州-运河区-朝阳大街16号,沧州,运河区,"['无线WIFI', '电视', '淋浴', '全天热水', '毛巾', '电梯', '智能门锁', '接待外宾', '被子', '有窗户', '牙具']",,,0,,95,,100.0%,100.0%,100.0%,11,5.0
紧邻西客站，明珠商贸城，居然之家,"
                 1
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,55平米,提供,沧州-运河区-朝阳大街16号,沧州,运河区,"['无线WIFI', '电视', '淋浴', '全天热水', '毛巾', '电梯', '智能门锁', '接待外宾', '被子', '有窗户', '牙具']",,,0,,99,,100.0%,100.0%,100.0%,11,5.0
紧邻西客站，居然之家，明珠商贸城，市政大厅,"
                 1
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,沧州-运河区-朝阳大街16号,沧州,运河区,"['无线WIFI', '电视', '淋浴', '全天热水', '毛巾', '电梯', '智能门锁', '被子', '有窗户', '牙具']",,,0,,99,,100.0%,100.0%,100.0%,11,5.0
近医院近商场近学校整套大宅Loft复式,"
                 1
            ",100%,36 晚,酒店式公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,100平米,提供,沧州-运河区-永安南大道与御河路交叉路口-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '被子', '有窗户', '沙发', '洗浴用品', '牙具']",,,0,,158,,100.0%,100.0%,100.0%,11,5.0
紧邻居然之家，西客站，明珠商贸城,"
                 1
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,沧州-运河区-朝阳大街16号,沧州,运河区,"['无线WIFI', '电视', '淋浴', '全天热水', '毛巾', '电梯', '智能门锁', '被子', '有窗户', '牙具']",,,0,,105,,100.0%,100.0%,100.0%,11,5.0
河间美宿民宿三厂北区临时房下单先咨询日租房长租短租房，免费楼下停车方便，全程无人接触，隐私保密。,"
                室内轻奢风格装修安静温暖，柔软皮床席梦思床垫床用用品四件套，柔软细腻，，专职人员打扫，保证卫生洁净。临近商场超市，安静私密，智能密码锁开门，阳光直晒被褥温暖安逸，家电家具齐全，厨房可用，热水淋雨，免费停车，
            ",100%,24 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,68平米,提供,沧州-河间市-瀛洲镇曙光东路-花苑第三小区,沧州,河间市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '泳池', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '桌面游戏', '灭火器']",大型商超，专业小吃，特色饭店，临近体育场,,0,,182,,100.0%,100.0%,100.0%,1,5.0
近医院商场，金域华庭阳光大床房,"
                精装现代住宅公寓，周边配套设施齐全，购物娱乐一应俱全
            ",100%,18 晚,小区住宅,2室2厅,整租,双人床,2张,4人,1,77平米,提供,沧州-运河区-光荣路-金域华庭,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶', '微波炉']",,,1, 房间很好很大，位置也挺好，房东很好,180,5.0,100.0%,100.0%,100.0%,7,4.286
周边商超，药店，医院等一应俱全,"
                 周边商超，药店，医院等一应俱全
            ",100%,20 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,80平米,提供,沧州-运河区-浮阳南大道-万润绿景园,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '电冰箱', '全天热水', '厨房', '毛巾', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '洗浴用品', '牙具', '燃气灶']",,,1, 挺好的 老板服务不错,140,5.0,100.0%,100.0%,100.0%,7,4.286
近华北商厦北欧风格阳光房,"
                位于沧州东部核心城区，近商超，近车站，方便快捷交通便利
            ",100%,20 晚,普通公寓,1室0厅,整租,圆床,1张,2人,1,40平米,提供,沧州-新华区-车站办事处-禧福荷堂,沧州,新华区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备']",,,0,,120,,100.0%,100.0%,100.0%,7,4.286
近医院近大学温馨私享,"
                 1
            ",100%,20 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,40平米,提供,沧州-新华区-车站办事处-禧福荷堂,沧州,新华区,"['无线WIFI', '电视', '淋浴', '全天热水', '毛巾', '电梯', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '牙具']",,,0,,120,,100.0%,100.0%,100.0%,7,4.286
网红LOFT(复式）豪华型一居室悦都汇商场、医院、公园、汽车站、火车站附近,"
                地势繁华、交通便利、周围设施齐全，自助入住，位于大型商场楼上，是出差、游玩、轰趴的不二之选！此房源处于市中心地段的高级公寓内，装修豪华、出行便利，温馨时尚的内饰让您的身心得到放松！
            ",100%,36 晚,小区住宅,1室2厅,整租,双人床,1张,2人,2,100平米,提供,沧州-任丘市-裕华西路与会战北道处西北角-新悦城,沧州,任丘市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '泳池', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '投影设备', '灭火器']",附近有多家商场、夜市、医院、汽车站、火车站、娱乐场去等设施,,1, 干净卫生#  设施齐全#  ,258,5.0,100.0%,100.0%,80.0%,6,5.0
市中心网红loft时尚二居室,"
                位于市中心，地段繁华，交通便利，各大商超云集！位于市中心，地段繁华，交通便利，各大商超云集！
            ",100%,36 晚,小区住宅,2室2厅,整租,"双人床
双人床",2张,4人,2,100平米,提供,沧州-任丘市-裕华西路与会战北道处西北角-新悦城,沧州,任丘市,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '电磁炉', '麻将机', '投影设备', '音响设备', '灭火器']",位于市中心，地段繁华，交通便利，各大商超云集！,,0,,358,,100.0%,100.0%,80.0%,6,5.0
